timestamp,request_id,user_id,component,action,input_data,output_data,duration_ms,status,error_message
2026-04-10T19:29:18.841570,6c86e305,999999,rag,get_answer_cached,"{""query"": ""Объясни тему: Экономика"", ""user_id"": 999999}","{""answer"": ""**Тема: Экономика**\n\n**Главное:** Экономика — это наука о том, как люди используют ограниченные ресу""}",0.34,success,
2026-04-10T19:29:18.843395,04578552,,gui,topic_loaded,"{""topic"": ""Экономика"", ""response_time_ms"": 1.3194084167480469, ""from_cache"": true, ""answer_length"": 2038}",,0.00,success,
2026-04-10T19:29:20.990840,de8f1674,,gui,topic_selected,"{""topic"": ""Право"", ""topic_id"": 5}",,0.00,success,
2026-04-10T19:29:21.388791,aebd3aeb,,database,search_rag_base,"{""query"": ""Объясни тему: Право""}","{""found"": 5}",395.25,success,
2026-04-10T19:29:46.969271,d6b52c80,,llm,api_call,"{""model"": ""gpt-4o-mini"", ""prompt_len"": 1846}","{""response_len"": 1980}",25578.58,success,
2026-04-10T19:29:46.970776,88e1d809,,llm,generate,"{""model"": ""gpt-4o-mini"", ""prompt_length"": 1846, ""max_tokens"": 500}","{""response_length"": 1980, ""truncated_response"": ""### Тема: Право\n\n**Главное:** Право — это система норм и правил, которые регулируют отношения между ""}",25580.47,success,
2026-04-10T19:29:46.971661,ec56178f,999999,rag,get_answer,"{""query"": ""Объясни тему: Право"", ""user_id"": 999999}","{""answer"": ""### Тема: Право\n\n**Главное:** Право — это система норм и правил, которые регулируют отношения между "", ""chunks_found"": 5}",25979.00,success,
2026-04-10T19:29:46.974853,9bf8c950,,gui,topic_loaded,"{""topic"": ""Право"", ""response_time_ms"": 25979.663610458374, ""from_cache"": false, ""answer_length"": 1980}",,0.00,success,
2026-04-10T19:29:46.984449,a1ea1bfd,,gui,topic_selected,"{""topic"": ""Право"", ""topic_id"": 5}",,0.00,success,
2026-04-10T19:29:46.988456,d39a940a,999999,rag,get_answer_cached,"{""query"": ""Объясни тему: Право"", ""user_id"": 999999}","{""answer"": ""### Тема: Право\n\n**Главное:** Право — это система норм и правил, которые регулируют отношения между ""}",0.36,success,
2026-04-10T19:29:46.990560,0d3fafbf,,gui,topic_loaded,"{""topic"": ""Право"", ""response_time_ms"": 1.3849735260009766, ""from_cache"": true, ""answer_length"": 1980}",,0.00,success,
2026-04-10T19:30:15.889561,594d559c,,database,search_rag_base,"{""query"": ""Человек и общество""}","{""found"": 5}",433.30,success,
2026-04-10T19:30:37.807767,0c860785,,llm,api_call,"{""model"": ""gpt-4o-mini"", ""prompt_len"": 2207}","{""response_len"": 2081}",21916.27,success,
2026-04-10T19:30:37.809138,a347f9ea,,llm,generate,"{""model"": ""gpt-4o-mini"", ""prompt_length"": 2207, ""max_tokens"": 2000}","{""response_length"": 2081, ""truncated_response"": ""{\n    \""questions\"": [\n        {\n            \""question\"": \""Что такое общество в узком смысле?\"",\n       ""}",21917.98,success,
2026-04-10T19:30:37.809945,4d36303d,,llm,generate_questions,"{""topic"": ""Человек и общество"", ""num_questions"": 5}","{""questions_count"": 5}",21919.08,success,
2026-04-10T19:32:05.721405,98d20b14,,database,search_rag_base,"{""query"": ""Человек и общество""}","{""found"": 5}",384.94,success,
2026-04-10T19:32:32.213252,0e6baf67,,llm,api_call,"{""model"": ""gpt-4o-mini"", ""prompt_len"": 2209}","{""response_len"": 2512}",26489.89,success,
2026-04-10T19:32:32.214560,8cbbf47b,,llm,generate,"{""model"": ""gpt-4o-mini"", ""prompt_length"": 2209, ""max_tokens"": 2000}","{""response_length"": 2512, ""truncated_response"": ""{\n    \""questions\"": [\n        {\n            \""question\"": \""Какое из следующих определений наиболее точн""}",26491.58,success,
2026-04-10T19:32:32.215335,bcefd81d,,llm,generate_questions,"{""topic"": ""Человек и общество"", ""num_questions"": 5}","{""questions_count"": 5}",26492.69,success,
2026-04-10T19:32:32.592338,1a4b5d3f,,database,search_rag_base,"{""query"": ""Человек и общество""}","{""found"": 5}",360.95,success,
2026-04-10T19:32:43.717860,5add4e84,,llm,api_call,"{""model"": ""gpt-4o-mini"", ""prompt_len"": 2209}","{""response_len"": 2359}",11123.73,success,
2026-04-10T19:32:43.719253,e2a617a3,,llm,generate,"{""model"": ""gpt-4o-mini"", ""prompt_length"": 2209, ""max_tokens"": 2000}","{""response_length"": 2359, ""truncated_response"": ""{\n    \""questions\"": [\n        {\n            \""question\"": \""Какое из следующих определений наиболее точн""}",11125.45,success,
2026-04-10T19:32:43.720083,1567716e,,llm,generate_questions,"{""topic"": ""Человек и общество"", ""num_questions"": 5}","{""questions_count"": 5}",11126.64,success,
2026-04-10T19:32:44.017095,cebb7ed0,,database,search_rag_base,"{""query"": ""Человек и общество""}","{""found"": 5}",257.62,success,
2026-04-10T19:32:50.640980,c5064dcd,,llm,api_call,"{""model"": ""gpt-4o-mini"", ""prompt_len"": 2209}","{""response_len"": 2059}",6622.14,success,
2026-04-10T19:32:50.642400,deb41eca,,llm,generate,"{""model"": ""gpt-4o-mini"", ""prompt_length"": 2209, ""max_tokens"": 2000}","{""response_length"": 2059, ""truncated_response"": ""{\n    \""questions\"": [\n        {\n            \""question\"": \""Что такое общество в узком смысле?\"",\n       ""}",6623.88,success,
2026-04-10T19:32:50.643228,36edd921,,llm,generate_questions,"{""topic"": ""Человек и общество"", ""num_questions"": 5}","{""questions_count"": 5}",6624.97,success,
2026-04-10T19:35:31.451678,19f41c9c,,database,search_rag_base,"{""query"": ""Человек и общество""}","{""found"": 5}",436.17,success,
2026-04-10T19:35:54.330932,7ea28b80,,llm,api_call,"{""model"": ""gpt-4o-mini"", ""prompt_len"": 2207}","{""response_len"": 2816}",22877.36,success,
2026-04-10T19:35:54.332317,e2794aeb,,llm,generate,"{""model"": ""gpt-4o-mini"", ""prompt_length"": 2207, ""max_tokens"": 2000}","{""response_length"": 2816, ""truncated_response"": ""{\n    \""questions\"": [\n        {\n            \""question\"": \""Каковы основные характеристики общества как ""}",22879.10,success,
2026-04-10T19:35:54.333122,6fd6fd9c,,llm,generate_questions,"{""topic"": ""Человек и общество"", ""num_questions"": 5}","{""questions_count"": 5}",22880.20,success,
2026-04-10T19:38:40.501286,8bde9dcb,,database,search_rag_base,"{""query"": ""Сфера духовной культуры""}","{""found"": 5}",334.49,success,
2026-04-10T19:39:04.164444,fe55f970,,llm,api_call,"{""model"": ""gpt-4o-mini"", ""prompt_len"": 1892}","{""response_len"": 3085}",23661.10,success,
2026-04-10T19:39:04.165799,8f2c32f3,,llm,generate,"{""model"": ""gpt-4o-mini"", ""prompt_length"": 1892, ""max_tokens"": 2000}","{""response_length"": 3085, ""truncated_response"": ""{\n    \""questions\"": [\n        {\n            \""question\"": \""Каковы основные отличия между материальной и""}",23662.89,success,
2026-04-10T19:39:04.166664,09f46430,,llm,generate_questions,"{""topic"": ""Сфера духовной культуры"", ""num_questions"": 5}","{""questions_count"": 5}",23664.00,success,
2026-04-10T22:17:56.639375,4c8f795d,,database,search_rag_base,"{""query"": ""Человек и общество""}","{""found"": 5}",398.97,success,
2026-04-10T22:18:04.976377,ba33003e,,llm,api_call,"{""model"": ""gpt-4o-mini"", ""prompt_len"": 2332}","{""response_len"": 2155}",8334.70,success,
2026-04-10T22:18:04.977948,fcfc6717,,llm,generate,"{""model"": ""gpt-4o-mini"", ""prompt_length"": 2332, ""max_tokens"": 2000}","{""response_length"": 2155, ""truncated_response"": ""{\n    \""questions\"": [\n        {\n            \""question\"": \""Что такое общество в узком смысле?\"",\n       ""}",8336.76,success,
2026-04-10T22:18:04.978665,bbf95ca4,,llm,generate_questions,"{""topic"": ""Человек и общество"", ""num_questions"": 5}","{""questions_count"": 5}",8337.87,success,
2026-04-10T22:18:05.243121,9c3c26bc,,database,search_rag_base,"{""query"": ""Человек и общество""}","{""found"": 5}",247.14,success,
2026-04-10T22:18:10.866719,b61665a6,,gui,test_started,"{""topic"": ""Право"", ""difficulty"": ""hard"", ""num_questions"": 5}",,0.00,success,
2026-04-10T22:18:11.134581,da1634ff,,database,search_rag_base,"{""query"": ""Право""}","{""found"": 5}",261.06,success,
2026-04-10T22:18:16.237051,68431ab0,,llm,api_call,"{""model"": ""gpt-4o-mini"", ""prompt_len"": 2336}","{""response_len"": 2476}",10990.93,success,
2026-04-10T22:18:16.238626,be5317cf,,llm,generate,"{""model"": ""gpt-4o-mini"", ""prompt_length"": 2336, ""max_tokens"": 2000}","{""response_length"": 2476, ""truncated_response"": ""{\n    \""questions\"": [\n        {\n            \""question\"": \""Каковы основные сферы общественной жизни и к""}",10992.98,success,
2026-04-10T22:18:16.239337,e74e9043,,llm,generate_questions,"{""topic"": ""Человек и общество"", ""num_questions"": 5}","{""questions_count"": 5}",10994.47,success,
2026-04-10T22:18:16.511862,4b373966,,database,search_rag_base,"{""query"": ""Сфера духовной культуры""}","{""found"": 5}",256.32,success,
2026-04-10T22:18:20.767805,c8a477b1,,llm,api_call,"{""model"": ""gpt-4o-mini"", ""prompt_len"": 1710}","{""response_len"": 2699}",9630.88,success,
2026-04-10T22:18:20.769375,59c61e1b,,llm,generate,"{""model"": ""gpt-4o-mini"", ""prompt_length"": 1710, ""max_tokens"": 2000}","{""response_length"": 2699, ""truncated_response"": ""{\n    \""questions\"": [\n        {\n            \""question\"": \""Каковы основные признаки правового государст""}",9632.99,success,
2026-04-10T22:18:20.770790,39b71647,,llm,generate_questions,"{""topic"": ""Право"", ""num_questions"": 5}","{""questions_count"": 5}",9634.66,success,
2026-04-10T22:18:20.804912,080cb11e,,gui,question_shown,"{""question_num"": 1, ""topic"": ""Право"", ""difficulty"": ""hard""}",,0.00,success,
2026-04-10T22:18:20.860402,d37be575,,gui,test_started,"{""topic"": ""Право"", ""difficulty"": ""hard"", ""num_questions"": 5}",,0.00,success,
2026-04-10T22:18:21.232734,40df1930,,database,search_rag_base,"{""query"": ""Право""}","{""found"": 5}",369.24,success,
2026-04-10T22:18:24.109351,3c5904ad,,llm,api_call,"{""model"": ""gpt-4o-mini"", ""prompt_len"": 2017}","{""response_len"": 2156}",7595.60,success,
2026-04-10T22:18:24.110575,e1236f8a,,llm,generate,"{""model"": ""gpt-4o-mini"", ""prompt_length"": 2017, ""max_tokens"": 2000}","{""response_length"": 2156, ""truncated_response"": ""{\n    \""questions\"": [\n        {\n            \""question\"": \""Что такое духовная культура?\"",\n            \""""}",7597.17,success,
2026-04-10T22:18:24.111306,4a62b118,,llm,generate_questions,"{""topic"": ""Сфера духовной культуры"", ""num_questions"": 5}","{""questions_count"": 5}",7598.21,success,
2026-04-10T22:18:24.394772,45417e46,,database,search_rag_base,"{""query"": ""Сфера духовной культуры""}","{""found"": 5}",270.41,success,
2026-04-10T22:18:35.603304,89840b09,,llm,api_call,"{""model"": ""gpt-4o-mini"", ""prompt_len"": 2021}","{""response_len"": 2436}",11195.59,success,
2026-04-10T22:18:35.604611,b9fd27d9,,llm,generate,"{""model"": ""gpt-4o-mini"", ""prompt_length"": 2021, ""max_tokens"": 2000}","{""response_length"": 2436, ""truncated_response"": ""{\n    \""questions\"": [\n        {\n            \""question\"": \""Какие основные формы (области) культуры выде""}",11197.48,success,
2026-04-10T22:18:35.605371,343f4a72,,llm,generate_questions,"{""topic"": ""Сфера духовной культуры"", ""num_questions"": 5}","{""questions_count"": 5}",11198.93,success,
2026-04-10T22:18:35.787116,67fb8835,,llm,api_call,"{""model"": ""gpt-4o-mini"", ""prompt_len"": 1710}","{""response_len"": 3355}",14552.75,success,
2026-04-10T22:18:35.788350,a11cbfd5,,llm,generate,"{""model"": ""gpt-4o-mini"", ""prompt_length"": 1710, ""max_tokens"": 2000}","{""response_length"": 3355, ""truncated_response"": ""{\n    \""questions\"": [\n        {\n            \""question\"": \""Какое влияние оказывает правовое государство""}",14554.28,success,
2026-04-10T22:18:35.789035,7b9fa3d3,,llm,generate_questions,"{""topic"": ""Право"", ""num_questions"": 5}","{""questions_count"": 5}",14555.32,success,
2026-04-10T22:18:35.799327,0ab22793,,gui,question_shown,"{""question_num"": 1, ""topic"": ""Право"", ""difficulty"": ""hard""}",,0.00,success,
2026-04-10T22:18:51.548377,643ba9c1,,gui,test_answered,"{""question_num"": 1, ""selected_answer"": 1, ""is_correct"": true, ""time_spent_ms"": 15754.23264503479}",,0.00,success,
2026-04-10T22:18:53.555232,485d07e6,,gui,question_shown,"{""question_num"": 2, ""topic"": ""Право"", ""difficulty"": ""hard""}",,0.00,success,
2026-04-10T22:19:14.218692,e1d4e3fa,,gui,test_answered,"{""question_num"": 2, ""selected_answer"": 0, ""is_correct"": true, ""time_spent_ms"": 38424.79848861694}",,0.00,success,
2026-04-10T22:19:16.228460,6019aec7,,gui,question_shown,"{""question_num"": 3, ""topic"": ""Право"", ""difficulty"": ""hard""}",,0.00,success,
2026-04-10T22:19:31.987414,58150b72,,gui,test_answered,"{""question_num"": 3, ""selected_answer"": 3, ""is_correct"": false, ""time_spent_ms"": 56193.48406791687}",,0.00,success,
2026-04-10T22:19:33.999080,57067315,,gui,question_shown,"{""question_num"": 4, ""topic"": ""Право"", ""difficulty"": ""hard""}",,0.00,success,
2026-04-10T22:19:37.626110,9b00c2e0,,gui,test_answered,"{""question_num"": 4, ""selected_answer"": 1, ""is_correct"": true, ""time_spent_ms"": 61832.14497566223}",,0.00,success,
2026-04-10T22:19:39.645329,976e8687,,gui,question_shown,"{""question_num"": 5, ""topic"": ""Право"", ""difficulty"": ""hard""}",,0.00,success,
2026-04-10T22:19:42.642114,87ee61ee,,gui,test_answered,"{""question_num"": 5, ""selected_answer"": 2, ""is_correct"": false, ""time_spent_ms"": 66848.18267822266}",,0.00,success,
2026-04-10T22:19:44.713675,8c835a75,,gui,test_completed,"{""topic"": ""Право"", ""difficulty"": ""hard"", ""score"": 3, ""total"": 5, ""percentage"": 60.0, ""time_sec"": 68.83375406265259}",,0.00,success,
2026-04-10T22:19:54.600834,3d6a0cf5,,gui,test_started,"{""topic"": ""Право"", ""difficulty"": ""hard"", ""num_questions"": 5}",,0.00,success,
2026-04-10T22:19:55.027009,b2137ecd,,database,search_rag_base,"{""query"": ""Право""}","{""found"": 5}",423.87,success,
2026-04-10T22:20:08.245373,d695b4c7,,llm,api_call,"{""model"": ""gpt-4o-mini"", ""prompt_len"": 1710}","{""response_len"": 3076}",13216.08,success,
2026-04-10T22:20:08.246888,19d43563,,llm,generate,"{""model"": ""gpt-4o-mini"", ""prompt_length"": 1710, ""max_tokens"": 2000}","{""response_length"": 3076, ""truncated_response"": ""{\n    \""questions\"": [\n        {\n            \""question\"": \""Какое влияние оказывает правовое государство""}",13218.04,success,
2026-04-10T22:20:08.248022,1bfff824,,llm,generate_questions,"{""topic"": ""Право"", ""num_questions"": 5}","{""questions_count"": 5}",13219.44,success,
2026-04-10T22:20:08.259914,b676b363,,gui,question_shown,"{""question_num"": 1, ""topic"": ""Право"", ""difficulty"": ""hard""}",,0.00,success,
2026-04-10T22:20:17.890146,ff4bba50,,gui,test_answered,"{""question_num"": 1, ""selected_answer"": 0, ""is_correct"": true, ""time_spent_ms"": 9636.755466461182}",,0.00,success,
2026-04-10T22:20:19.900798,a1651cc1,,gui,question_shown,"{""question_num"": 2, ""topic"": ""Право"", ""difficulty"": ""hard""}",,0.00,success,
2026-04-10T22:20:33.248989,53766e16,,gui,test_answered,"{""question_num"": 2, ""selected_answer"": 0, ""is_correct"": true, ""time_spent_ms"": 24996.0515499115}",,0.00,success,
2026-04-10T22:20:35.269218,c98dbfe6,,gui,question_shown,"{""question_num"": 3, ""topic"": ""Право"", ""difficulty"": ""hard""}",,0.00,success,
2026-04-10T22:20:41.209755,fbc7638b,,gui,test_answered,"{""question_num"": 3, ""selected_answer"": 1, ""is_correct"": true, ""time_spent_ms"": 32956.45213127136}",,0.00,success,
2026-04-10T22:20:43.217640,a9972ac8,,gui,question_shown,"{""question_num"": 4, ""topic"": ""Право"", ""difficulty"": ""hard""}",,0.00,success,
2026-04-10T22:20:49.025952,a6bacea3,,gui,test_answered,"{""question_num"": 4, ""selected_answer"": 1, ""is_correct"": true, ""time_spent_ms"": 40772.62234687805}",,0.00,success,
2026-04-10T22:20:51.043017,68ba7db2,,gui,question_shown,"{""question_num"": 5, ""topic"": ""Право"", ""difficulty"": ""hard""}",,0.00,success,
2026-04-10T22:20:56.929709,cad5ee17,,gui,test_answered,"{""question_num"": 5, ""selected_answer"": 3, ""is_correct"": false, ""time_spent_ms"": 48676.4395236969}",,0.00,success,
2026-04-10T22:20:58.970121,dc43087d,,gui,test_completed,"{""topic"": ""Право"", ""difficulty"": ""hard"", ""score"": 4, ""total"": 5, ""percentage"": 80.0, ""time_sec"": 50.57915759086609}",,0.00,success,
2026-04-10T22:21:20.808613,1856d044,,gui,test_started,"{""topic"": ""Человек и общество"", ""difficulty"": ""hard"", ""num_questions"": 5}",,0.00,success,
2026-04-10T22:21:21.074650,5bc03fea,,database,search_rag_base,"{""query"": ""Человек и общество""}","{""found"": 5}",262.90,success,
2026-04-10T22:21:31.641731,d26b1093,,llm,api_call,"{""model"": ""gpt-4o-mini"", ""prompt_len"": 2332}","{""response_len"": 3262}",10565.47,success,
2026-04-10T22:21:31.643241,62d2395d,,llm,generate,"{""model"": ""gpt-4o-mini"", ""prompt_length"": 2332, ""max_tokens"": 2000}","{""response_length"": 3262, ""truncated_response"": ""{\n    \""questions\"": [\n        {\n            \""question\"": \""Как взаимодействие общества и природы влияет""}",10567.16,success,
2026-04-10T22:21:31.644427,390bd6c0,,llm,generate_questions,"{""topic"": ""Человек и общество"", ""num_questions"": 5}","{""questions_count"": 5}",10568.42,success,
2026-04-10T22:21:31.664806,e01ffbff,,gui,question_shown,"{""question_num"": 1, ""topic"": ""Человек и общество"", ""difficulty"": ""hard""}",,0.00,success,
